Dataset/Non-Target/Southern Right Whale/Southern-Right-Whale-Upcall-1.wav,4.1009166666666665,Mono,12000
Dataset/Non-Target/Southern Right Whale/PtAnn_2014_21Aug_213000_TonalCall2_RW-1.wav,11.27645,Mono,20000
Dataset/Non-Target/Southern Right Whale/7900200Z.wav,1.621875,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200L.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200Y.wav,1.822265625,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200X.wav,1.822265625,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200K.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/83002009.wav,1.865625,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200S.wav,1.848046875,Mono,5120
Dataset/Non-Target/Southern Right Whale/8300200B.wav,1.41328125,Mono,5120
Dataset/Non-Target/Southern Right Whale/83002004.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/8300200C.wav,2.3109375,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200R.wav,1.9078125,Mono,5120
Dataset/Non-Target/Southern Right Whale/8300200A.wav,2.0578125,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200Q.wav,2.765625,Mono,5120
Dataset/Non-Target/Southern Right Whale/79002010.wav,1.76484375,Mono,5120
Dataset/Non-Target/Southern Right Whale/79002004.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200U.wav,2.5244140625,Mono,5120
Dataset/Non-Target/Southern Right Whale/83002002.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200T.wav,3.9482421875,Mono,5120
Dataset/Non-Target/Southern Right Whale/79002011.wav,1.3359375,Mono,5120
Dataset/Non-Target/Southern Right Whale/79002007.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200V.wav,2.394140625,Mono,5120
Dataset/Non-Target/Southern Right Whale/79002013.wav,1.47890625,Mono,5120
Dataset/Non-Target/Southern Right Whale/83002001.wav,1.41796875,Mono,5120
Dataset/Non-Target/Southern Right Whale/79002012.wav,1.76484375,Mono,5120
Dataset/Non-Target/Southern Right Whale/7900200W.wav,2.108203125,Mono,5120
Dataset/Non-Target/Southern Right Whale/PtAnn_2014_21Aug_213000_TonalCall_RW-1.wav,9.79965,Mono,20000
Dataset/Non-Target/White-beaked Dolphin/Laal-multisound-NOAA-PAGroup-01-white-beaked-dolphin-clip.mp3,12.007414965986394,Mono,44100
Dataset/Non-Target/White-beaked Dolphin/59037005.wav,2.9848019801980197,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001400Q.wav,1.827425,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/70014014.wav,1.8921,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7200500W.wav,2.2443894389438945,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/72005007.wav,2.0126072607260728,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500V.wav,2.407095709570957,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700B.wav,8.858250825082509,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037012.wav,2.3919141914191417,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037006.wav,2.0974752475247525,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500C.wav,2.6688778877887787,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/72005005.wav,2.5064686468646866,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/70006003.wav,1.7977875,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/72005004.wav,2.6025577557755777,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500U.wav,2.024257425742574,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037007.wav,9.623630363036304,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037013.wav,6.218069306930693,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500F.wav,1.7367161716171617,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500G.wav,1.4001155115511552,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001400V.wav,3.8038875,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/72005001.wav,1.9685478547854784,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500P.wav,2.907871287128713,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700S.wav,1.6322442244224422,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037016.wav,1.9311881188118811,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700Q.wav,1.7214521452145215,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037014.wav,3.38539603960396,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700F.wav,2.703828382838284,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001400T.wav,1.856,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/72005003.wav,1.6511716171617161,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/70014011.wav,1.6779,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7200500E.wav,2.2866996699669966,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/70006004.wav,1.73135,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7200500D.wav,2.5223762376237624,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/70014010.wav,1.7493,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/5903700G.wav,5.488531353135314,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037001.wav,0.5033828382838283,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700J.wav,2.6986798679867987,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001400X.wav,2.43485,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7001300G.wav,1.615425,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7200500H.wav,1.6973267326732673,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001400Y.wav,1.879475,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/5903700K.wav,6.929042904290429,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001300E.wav,1.8527,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7200500K.wav,3.3264851485148514,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001400Z.wav,2.5599,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/5903700L.wav,2.808085808580858,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/72005008.wav,2.436930693069307,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500Y.wav,2.565016501650165,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500N.wav,2.765841584158416,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700M.wav,2.516336633663366,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500L.wav,2.6910891089108913,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7200500Z.wav,2.1582508250825083,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/7001300B.wav,2.705125,Mono,80000
Dataset/Non-Target/White-beaked Dolphin/7200500M.wav,1.965990099009901,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/59037008.wav,5.960759075907591,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700Y.wav,1.9467821782178218,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/5903700N.wav,2.035049504950495,Mono,60600
Dataset/Non-Target/White-beaked Dolphin/70005002.wav,0.431925,Mono,80000
Dataset/Non-Target/Other Animal Sounds/fa0f03c7-1cb5-44cd-9ec6-5d98de27f8c7.mp3,37.131904761904764,Mono,44100
Dataset/Non-Target/Other Animal Sounds/8154b44c-3748-4846-94de-3e420903e74f.mp3,51.13575963718821,Mono,44100
Dataset/Non-Target/Other Animal Sounds/5b5fdb91-4101-41ac-83dc-630d939fcf81.mp3,23.271360544217686,Mono,44100
Dataset/Non-Target/Southern Elephant Seal/Sth-elephant-seal-ia-male-pulsed.mp3,110.02775510204081,Stereo,44100
Dataset/Non-Target/Damsel fish/SanctSound_PM05_01_damselfish_20191001T040002Z.wav,4.483605442176871,Mono,44100
Dataset/Non-Target/Dolphin/StenellaBlueDolphin.wav,8.219863945578231,Stereo,44100
Dataset/Non-Target/Clymene Dolphin/83035007.wav,0.708984375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/83006022.wav,1.4475240384615384,Mono,41600
Dataset/Non-Target/Clymene Dolphin/8300602E.wav,2.6615126050420166,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83035006.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8303503N.wav,1.1355342136854742,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83006009.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300603C.wav,3.2278991596638655,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300601K.wav,2.599951980792317,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300603U.wav,2.565666266506603,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300600N.wav,2.0458823529411765,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300602Q.wav,3.0624129651860743,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300601J.wav,2.1530852340936373,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83006008.wav,2.8359375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8303503O.wav,0.58543701171875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/83035001.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300602B.wav,2.6739495798319326,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300602C.wav,2.680168067226891,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83006031.wav,1.711826923076923,Mono,41600
Dataset/Non-Target/Clymene Dolphin/8300602T.wav,2.2341176470588233,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8303501W.wav,3.7877551020408164,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83035002.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300603S.wav,2.886374549819928,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83035003.wav,2.8359375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300604G.wav,1.9056422569027611,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604P.wav,1.3239663461538462,Mono,41600
Dataset/Non-Target/Clymene Dolphin/8300604Q.wav,2.0363097949886106,Mono,43900
Dataset/Non-Target/Clymene Dolphin/8300604F.wav,1.5390625,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300604D.wav,1.7128091236494598,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604S.wav,20.759455445544553,Mono,60600
Dataset/Non-Target/Clymene Dolphin/8300604R.wav,1.2942755344418053,Mono,42100
Dataset/Non-Target/Clymene Dolphin/8300604E.wav,1.484228515625,Mono,81920
Dataset/Non-Target/Clymene Dolphin/83006047.wav,1.8648076923076924,Mono,41600
Dataset/Non-Target/Clymene Dolphin/8300604A.wav,2.294297719087635,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604C.wav,0.80711669921875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300604T.wav,24.106072607260725,Mono,60600
Dataset/Non-Target/Clymene Dolphin/8300604N.wav,2.0135234093637453,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604O.wav,1.2957932692307692,Mono,41600
Dataset/Non-Target/Clymene Dolphin/8300604M.wav,1.622797118847539,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604L.wav,1.3697358943577431,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604H.wav,1.9197599039615847,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604I.wav,1.9759903961584633,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300604K.wav,1.4604086538461538,Mono,41600
Dataset/Non-Target/Clymene Dolphin/8300604J.wav,0.5697118847539016,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8303503S.wav,1.5951500600240096,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8303501L.wav,2.318607442977191,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300600E.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300602M.wav,3.1838655462184873,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300601V.wav,2.207563025210084,Mono,166600
Dataset/Non-Target/Clymene Dolphin/83006003.wav,2.8359375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/83006002.wav,2.1984375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300600D.wav,2.0671875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8303503R.wav,0.30516806722689077,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8303503P.wav,1.3518787515006003,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300600F.wav,2.4609375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/83006001.wav,2.1984375,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8303503Q.wav,1.2878091236494598,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8303500N.wav,1.914765906362545,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300600C.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300601G.wav,2.4003361344537817,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300601F.wav,2.6055462184873948,Mono,166600
Dataset/Non-Target/Clymene Dolphin/8300600B.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300600A.wav,1.41796875,Mono,81920
Dataset/Non-Target/Clymene Dolphin/8300601R.wav,2.8169747899159665,Mono,166600
Dataset/Non-Target/White-sided Dolphin/79006018.wav,0.7308837890625,Mono,81920
Dataset/Non-Target/White-sided Dolphin/79006019.wav,0.7752685546875,Mono,81920
Dataset/Non-Target/White-sided Dolphin/78007038.wav,1.3505469277515192,Mono,148100
Dataset/Non-Target/White-sided Dolphin/78007015.wav,1.8835313977042538,Mono,148100
Dataset/Non-Target/White-sided Dolphin/7500102H.wav,3.177527010804322,Mono,166600
Dataset/Non-Target/White-sided Dolphin/6107200E.wav,2.0598875,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200R.wav,2.1991875,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200S.wav,2.442,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107202L.wav,3.482775,Mono,80000
Dataset/Non-Target/White-sided Dolphin/7500102I.wav,1.7342136854741896,Mono,166600
Dataset/Non-Target/White-sided Dolphin/7500101P.wav,3.9281632653061225,Mono,166600
Dataset/Non-Target/White-sided Dolphin/6107202N.wav,2.8686625,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107202O.wav,2.3302625,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200G.wav,2.702225,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200T.wav,1.80375,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072005.wav,1.936,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107201P.wav,2.3016,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107202K.wav,3.1210375,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072004.wav,2.2615875,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072006.wav,3.1389625,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072013.wav,2.5781,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107202D.wav,2.79295,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107201H.wav,1.8084,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072022.wav,1.4337375,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072023.wav,2.3205,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107202R.wav,2.910725,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200M.wav,1.91475,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200Z.wav,2.54,Mono,80000
Dataset/Non-Target/White-sided Dolphin/7500103D.wav,2.9649459783913565,Mono,166600
Dataset/Non-Target/White-sided Dolphin/7500101N.wav,2.6351020408163266,Mono,166600
Dataset/Non-Target/White-sided Dolphin/61072021.wav,1.3508625,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200O.wav,2.150625,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072020.wav,1.37,Mono,80000
Dataset/Non-Target/White-sided Dolphin/75001019.wav,1.9689795918367348,Mono,166600
Dataset/Non-Target/White-sided Dolphin/75001021.wav,2.1648979591836737,Mono,166600
Dataset/Non-Target/White-sided Dolphin/7500102G.wav,2.84187274909964,Mono,166600
Dataset/Non-Target/White-sided Dolphin/6107201N.wav,1.6166,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107201X.wav,1.507,Mono,80000
Dataset/Non-Target/White-sided Dolphin/6107200K.wav,2.35875,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072031.wav,23.230610561056107,Mono,60600
Dataset/Non-Target/White-sided Dolphin/6107202T.wav,3.078975,Mono,80000
Dataset/Non-Target/White-sided Dolphin/7500100Y.wav,2.409795918367347,Mono,166600
Dataset/Non-Target/White-sided Dolphin/7500102S.wav,3.9830972388955583,Mono,166600
Dataset/Non-Target/White-sided Dolphin/6107200H.wav,1.7274375,Mono,80000
Dataset/Non-Target/White-sided Dolphin/61072032.wav,46.62925742574257,Mono,60600
Dataset/Non-Target/White-sided Dolphin/7500102R.wav,1.6894597839135654,Mono,166600
Dataset/Non-Target/White-sided Dolphin/7500103V.wav,2.3831452581032413,Mono,166600
Dataset/Non-Target/White-sided Dolphin/7800703Q.wav,2.217380148548278,Mono,148100
Dataset/Non-Target/White-sided Dolphin/79004016.wav,1.3336529372045915,Mono,148100
Dataset/Non-Target/White-sided Dolphin/79006017.wav,0.8896728515625,Mono,81920
Dataset/Non-Target/White-sided Dolphin/7800701J.wav,1.0587440918298447,Mono,148100
Dataset/Non-Target/White-sided Dolphin/79006016.wav,1.490625,Mono,81920
Dataset/Non-Target/White-sided Dolphin/79004007.wav,1.253801485482782,Mono,148100
Dataset/Non-Target/White-sided Dolphin/79006014.wav,1.1983154296875,Mono,81920
Dataset/Non-Target/White-sided Dolphin/79006015.wav,1.01107177734375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030024.wav",3.49998779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002U.wav",0.609375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903001Y.wav",1.08748779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009003.wav",2.5087333333333333,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900R.wav",0.43359375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900S.wav",0.384375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009002.wav",35.625,Mono,40960
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029010.wav",0.46248779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900U.wav",0.46873779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002T.wav",0.94453125,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030033.wav",0.39866943359375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8700400E.wav",0.459375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903001Z.wav",1.84061279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900W.wav",0.42498779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900Q.wav",0.33515625,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900P.wav",0.33515625,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009001.wav",35.625,Mono,40960
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900A.wav",0.67811279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029007.wav",0.55936279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030032.wav",0.589208984375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030026.wav",0.9609375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002D.wav",1.1671875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002S.wav",0.69375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030036.wav",0.406494140625,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029017.wav",1.21248779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900R.wav",0.45623779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029003.wav",6.3195,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009005.wav",2.9692,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900T.wav",0.384375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900U.wav",0.384375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029002.wav",2.1331,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900S.wav",0.50936279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029016.wav",1.33748779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030023.wav",2.61248779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903000Z.wav",1.67498779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002G.wav",0.94453125,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030035.wav",0.5534912109375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030021.wav",2.44998779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029014.wav",1.31561279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009006.wav",4.6569666666666665,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009007.wav",0.54609375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900A.wav",0.3421875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59029001.wav",5.548266666666667,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002Q.wav",0.7078125,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030034.wav",0.24814453125,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030005.wav",3.234766666666667,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903000C.wav",5.2178,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900J.wav",0.47498779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900L.wav",0.346875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900M.wav",0.346875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030004.wav",4.9974,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903000W.wav",1.63748779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900O.wav",0.33515625,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009009.wav",0.38203125,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/85009008.wav",0.525,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900N.wav",0.35625,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903000A.wav",6.539766666666667,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903000E.wav",4.904825,Mono,40000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030003.wav",5.8787666666666665,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900J.wav",0.37734375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900M.wav",0.41873779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900Z.wav",0.32811279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5903002N.wav",1.4109375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/8500900I.wav",0.37734375,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/5902900Y.wav",0.56561279296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030001.wav",5.1076,Mono,30000
"Dataset/Non-Target/Grampus, Risso_s Dolphin/59030029.wav",0.57498779296875,Mono,81920
"Dataset/Non-Target/Grampus, Risso_s Dolphin/Grampus_griseus_risso-clicks.wav",186.39775,Mono,32000
Dataset/Non-Target/Northern Right Whale/74003002.wav,1.5,Mono,5120
Dataset/Non-Target/Northern Right Whale/59005002.wav,2.9274,Mono,10000
Dataset/Non-Target/Northern Right Whale/56018004.wav,2.243625,Mono,8000
Dataset/Non-Target/Northern Right Whale/74003001.wav,1.5,Mono,5120
Dataset/Non-Target/Northern Right Whale/5602500N.wav,1.8031372549019609,Mono,10200
Dataset/Non-Target/Northern Right Whale/56018001.wav,1.636375,Mono,8000
Dataset/Non-Target/Northern Right Whale/56025009.wav,2.901764705882353,Mono,10200
Dataset/Non-Target/Northern Right Whale/74003004.wav,1.5,Mono,5120
Dataset/Non-Target/Northern Right Whale/59005004.wav,2.0706,Mono,10000
Dataset/Non-Target/Northern Right Whale/56018003.wav,1.867125,Mono,8000
Dataset/Non-Target/Northern Right Whale/56018002.wav,3.895,Mono,8000
Dataset/Non-Target/Northern Right Whale/56017008.wav,1.6329411764705883,Mono,10200
Dataset/Non-Target/Northern Right Whale/5900300G.wav,2.108,Mono,10000
Dataset/Non-Target/Northern Right Whale/59003001.wav,2.1824,Mono,10000
Dataset/Non-Target/Northern Right Whale/5601700O.wav,2.7754901960784313,Mono,10200
Dataset/Non-Target/Northern Right Whale/81014029.wav,3.8871140939597315,Mono,14900
Dataset/Non-Target/Northern Right Whale/70014002.wav,1.17890625,Mono,20480
Dataset/Non-Target/Northern Right Whale/56026002.wav,4.5678431372549015,Mono,10200
Dataset/Non-Target/Northern Right Whale/SanctSound_SB01_01_northatlanticrightwhale_20181120T090303Z.wav,5.0,Mono,48000
Dataset/Non-Target/Northern Right Whale/5900300A.wav,2.1576,Mono,10000
Dataset/Non-Target/Northern Right Whale/56026007.wav,2.851372549019608,Mono,10200
Dataset/Non-Target/Northern Right Whale/5602600A.wav,2.6947058823529413,Mono,10200
Dataset/Non-Target/Northern Right Whale/7001800T.wav,2.0335,Mono,10000
Dataset/Non-Target/Northern Right Whale/5900300B.wav,2.1824,Mono,10000
Dataset/Non-Target/Northern Right Whale/8101403Z.wav,2.157181208053691,Mono,14900
Dataset/Non-Target/Northern Right Whale/8101402I.wav,2.255436241610738,Mono,14900
Dataset/Non-Target/Northern Right Whale/7001800U.wav,2.0602,Mono,10000
Dataset/Non-Target/Northern Right Whale/7001800B.wav,2.1161,Mono,10000
Dataset/Non-Target/Northern Right Whale/56017018.wav,0.5933333333333334,Mono,10200
Dataset/Non-Target/Northern Right Whale/56028001.wav,2.067745098039216,Mono,10200
Dataset/Non-Target/Northern Right Whale/5900300N.wav,2.4552,Mono,10000
Dataset/Non-Target/Northern Right Whale/81014036.wav,3.525436241610738,Mono,14900
